OTU ID	Leaf-Ctrl-1	Leaf-Ctrl-2	Leaf-L3.9-Mericon100-1	Leaf-L3.9-Mericon100-2	Leaf-L3.9-PlantPro100-1	Leaf-L3.9-PlantPro100-2	Leaf-L7-PlantPro100-1	Leaf-L7-PlantPro100-2	Leaf-Magmax100-1	Leaf-Magmax100-2	Root-Ctrl-1	Root-Magmax100-1	Root-Magmax100-2	Root-R3.9-Mericon100-1	Root-R3.9-Mericon100-2	Root-R3.9-PlantPro100-1	Root-R3.9-PlantPro100-2	Root-R7-PlantPro100-1	Root-R7-PlantPro100-2
OTU1308	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU1309	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
OTU131	0	0	0	0	0	0	0	0	0	0	0	337	315	675	298	579	669	706	376
OTU1310	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
OTU1311	0	0	10	13	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU1312	0	0	0	0	0	0	0	0	0	0	0	0	27	23	3	0	0	1	0
OTU1313	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	5	11	9	9
OTU1314	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1	14	3	3
OTU1315	0	0	0	0	0	0	0	0	0	0	0	15	1	12	21	5	6	8	4
OTU1316	0	0	6	6	14	4	2	0	0	0	0	0	0	0	1	1	0	4	2
OTU1317	0	0	0	1	0	11	0	0	17	0	0	0	0	0	0	0	0	0	0
OTU1319	0	0	0	27	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU132	0	0	261	341	108	452	241	117	124	170	0	1918	15	33	44	213	184	24	112
OTU1320	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	52	3	0
OTU1321	0	0	0	5	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
OTU1322	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4	5	9	5
OTU1323	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	3	4	2	15
OTU1324	0	0	0	15	0	0	0	0	0	0	0	7	0	0	1	4	0	0	0
OTU1325	0	0	0	0	0	7	0	21	0	0	0	0	0	0	0	0	0	0	0
OTU1326	0	0	8	12	0	0	13	0	0	0	0	0	0	0	1	1	0	0	0
OTU1327	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	15	0	0
OTU1329	0	0	0	10	0	5	22	0	0	0	0	0	0	0	0	0	0	0	0
OTU133	0	0	133	98	0	48	167	70	0	0	0	580	582	143	86	1273	462	351	187
OTU1330	0	0	5	7	6	8	3	2	5	1	0	0	0	0	0	0	0	0	0
OTU1331	0	0	0	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1333	0	0	0	16	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
OTU1334	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	2	8	3	4
OTU1335	0	0	616	28	34	56	124	73	2	58	0	0	0	0	0	0	0	0	0
OTU1337	0	0	0	0	0	0	0	0	0	0	0	102	266	256	255	206	207	303	195
OTU1338	0	0	2	9	0	2	0	0	0	0	0	1	17	6	2	2	1	0	0
OTU1339	0	0	0	0	0	0	0	0	0	0	0	85	17	478	204	17	53	445	254
OTU134	0	0	0	0	0	0	0	0	0	0	0	195	1764	650	1034	248	998	358	1331
OTU1340	0	0	0	0	0	0	0	0	0	0	0	23	0	0	3	3	7	0	11
OTU1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
OTU1344	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	7	0
OTU1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	32	0	0
OTU1346	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
OTU1347	0	0	0	0	0	0	0	0	0	0	0	4813	6905	12744	9903	6563	13240	5361	4957
OTU1348	0	0	9	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU135	0	0	225	281	274	255	648	780	277	0	0	0	0	2	6	3	1	2	3
OTU1350	0	0	0	0	0	0	0	0	0	0	0	14	0	13	26	0	0	0	0
OTU1351	0	0	0	0	0	0	0	0	0	0	0	28	0	6	0	1	0	0	0
OTU1352	0	0	17	10	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU1353	0	0	2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
OTU1354	0	0	6	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
OTU1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
OTU1357	0	0	0	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1358	0	0	2	3	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
OTU136	0	0	352	404	286	86	904	246	427	208	0	0	0	0	0	0	0	0	0
OTU1360	0	0	0	0	0	0	0	0	0	0	0	43	0	1	1	25	0	1	0
OTU1361	0	0	11	13	1	7	20	0	0	0	0	0	0	0	0	0	0	0	0
OTU1362	0	0	8	3	20	19	5	18	7	0	0	0	0	0	0	0	0	0	0
OTU1364	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	9
OTU1365	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	1	0	0	0
OTU1367	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
OTU137	0	0	0	0	0	0	0	0	0	0	0	13	110	824	326	575	821	396	559
OTU1370	0	0	1	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1371	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1	2	9	0	1
OTU1372	0	0	14	3	0	10	0	1	22	0	0	0	0	0	0	0	0	0	0
OTU1373	0	0	0	0	0	0	0	0	0	0	0	2	6	4	6	3	13	1	2
OTU1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0	18
OTU1375	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
OTU1376	0	0	29	18	5	5	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU1377	0	0	13	1	14	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1378	0	0	0	0	0	0	0	0	0	0	0	62	56	92	119	68	62	17	27
OTU1379	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
OTU138	0	0	0	0	0	0	0	0	0	0	0	137	447	1312	900	1142	2963	1234	659
OTU1380	0	0	0	0	0	0	0	0	0	0	0	4	0	4	7	0	17	0	6
OTU1381	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	3	7	3	0
OTU1384	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU1385	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1386	0	0	26	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1387	0	0	0	0	0	0	0	0	0	0	0	14	13	7	6	17	21	39	11
OTU1389	0	0	0	0	0	0	0	0	0	0	0	3	1	3	16	6	6	3	7
OTU139	0	0	21	58	27	22	58	0	27	38	0	172	135	1785	102	35	124	58	65
OTU1390	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
OTU1391	0	0	6	0	17	1	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU1392	0	0	8	4	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1393	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
OTU1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
OTU1395	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	3	0	16	11
OTU1396	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	5	9	6
OTU1397	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	6	0
OTU1398	0	0	2	1	0	2	0	24	0	0	0	0	0	0	0	0	0	0	0
OTU1399	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	1	0	0
OTU14	2	0	10578	12452	12779	10788	17800	12131	89210	8787	0	43	112	99	91	112	280	82	116
OTU140	0	0	0	0	0	0	0	0	0	0	0	1	818	1020	1248	50	46	163	61
OTU1400	0	0	0	0	0	0	0	0	0	0	0	15	7	12	3	4	16	8	5
OTU1401	0	0	9	6	0	13	36	0	0	0	0	0	0	0	0	0	0	0	0
OTU1402	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
OTU1403	0	0	5	5	0	9	0	16	0	0	0	0	0	0	0	0	0	0	0
OTU1404	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1405	0	0	13	4	0	11	0	0	0	0	0	2	0	0	3	3	15	1	0
OTU1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	18	2
OTU1407	0	0	2	0	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1408	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	6	12	1	3
OTU1409	0	0	0	4	0	0	0	0	0	0	0	29	0	0	0	0	0	1	3
OTU141	0	0	280	654	364	112	265	69	552	319	0	164	254	139	218	208	414	585	603
OTU1410	0	0	0	0	0	0	0	0	0	0	0	9	13	1	3	6	1	1	1
OTU1411	0	0	5	0	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0
OTU1413	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1414	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	5	1	7
OTU1415	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
OTU1417	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1418	0	0	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	0	0
OTU1419	0	0	0	0	0	0	0	0	0	0	0	6	2	6	0	0	7	0	1
OTU142	0	0	0	0	0	0	0	0	0	0	0	6	82	728	451	598	992	370	469
OTU1420	0	0	0	0	0	0	0	0	0	0	0	1	3	11	4	2	14	9	7
OTU1421	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	22	0	0
OTU1422	0	0	36	69	44	25	51	23	111	32	0	0	0	0	0	0	0	0	1
OTU1423	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	1	0
OTU1424	0	0	1	0	5	0	0	0	0	0	0	5	10	2	2	0	0	3	1
OTU1425	0	0	0	0	0	0	0	0	0	0	0	6	16	44	47	28	63	14	15
OTU1426	0	0	0	0	0	0	0	0	0	0	0	10	10	6	2	3	9	8	10
OTU1427	0	0	1	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1428	0	0	0	0	0	0	0	0	0	0	0	113	1	388	623	202	1092	757	249
OTU1429	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	23	0	2
OTU143	0	0	203	355	364	479	164	602	187	1222	0	0	0	0	0	0	0	0	0
OTU1430	0	0	5	6	0	13	0	0	16	0	0	0	0	0	0	0	0	0	0
OTU1431	0	0	21	24	1	0	0	0	19	0	0	0	0	0	0	0	0	0	0
OTU1432	0	0	0	1	2	0	11	2	0	5	0	0	0	0	0	0	0	1	0
OTU1433	0	0	20	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
OTU1434	0	0	28	5	0	20	0	0	22	0	0	0	0	0	0	0	0	0	0
OTU1435	0	0	0	0	0	0	0	0	0	0	0	2	6	1	2	3	9	2	0
OTU1436	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1437	0	0	0	0	0	0	0	13	1	0	0	2	0	0	0	1	0	0	0
OTU1438	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	0	3	2	0
OTU1439	0	0	40	35	54	25	43	20	38	20	0	0	1	0	0	0	1	0	0
OTU144	0	0	0	0	0	0	0	0	0	0	0	297	13	985	483	305	714	170	603
OTU1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	31
OTU1441	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU1442	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0
OTU1443	0	0	0	0	0	0	0	0	0	0	0	4	0	4	6	2	5	14	3
OTU1445	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	16	0	2
OTU1446	0	0	14	18	0	4	14	1	0	0	0	1	0	4	0	0	1	5	5
OTU1447	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1448	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	20	0
OTU1449	0	0	0	0	0	0	0	0	0	0	0	21	6	11	10	3	10	3	4
OTU145	0	0	0	0	0	0	0	0	0	0	0	17	1026	484	414	9	765	145	205
OTU1450	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
OTU1451	0	0	13	2	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1452	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	14	0	0
OTU1453	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	1	0	9	6
OTU1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	15	0	0
OTU1455	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	4	11	3	3
OTU1456	0	0	0	0	0	0	0	0	0	0	0	28	0	0	11	4	0	0	0
OTU1457	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	7	3	2
OTU1458	0	0	0	0	0	0	0	0	0	0	0	0	7	0	15	0	0	0	0
OTU1459	0	0	2	1	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0
OTU146	0	0	0	0	0	0	0	0	0	0	0	11	121	547	426	553	1016	366	501
OTU1460	0	0	17	12	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1461	0	0	3	0	0	5	25	0	0	0	0	0	0	0	0	0	0	0	0
OTU1462	0	0	3	20	9	10	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1463	0	0	5	6	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU1464	0	0	0	0	0	0	0	0	0	0	0	28	43	20	78	233	301	62	33
OTU1465	0	0	0	5	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU1466	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1467	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
OTU1468	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	1	0	0	0
OTU1469	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU147	0	0	972	453	110	125	373	41	691	1	0	0	0	0	0	0	0	4	0
OTU1470	0	0	0	4	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1471	0	0	13	11	21	2	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU1472	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
OTU1475	0	0	2	1	1	1	0	0	20	0	0	0	0	0	0	0	0	0	0
OTU1476	0	0	0	2	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0
OTU1477	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	1	0	0	0
OTU1478	0	0	0	2	0	0	10	0	0	0	0	0	0	4	1	4	3	4	0
OTU148	0	0	262	174	209	149	141	138	356	287	0	65	26	118	69	56	118	136	38
OTU1480	0	0	0	0	0	0	0	0	0	0	0	22	5	0	0	2	3	0	0
OTU1481	0	0	0	0	0	0	0	0	0	0	0	17	10	215	634	205	421	19	67
OTU1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	13	0
OTU1483	0	0	0	13	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU1484	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	2	0
OTU1485	0	0	4	8	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1486	0	0	5	4	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1487	0	0	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1488	0	0	8	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU1489	0	0	0	0	0	0	0	0	0	0	0	219	1	76	73	86	136	66	268
OTU149	0	0	198	338	322	1412	444	335	398	348	0	0	0	0	5	14	79	13	35
OTU1491	0	0	9	6	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	11	0	0
OTU1493	0	0	4	0	3	1	0	7	0	0	0	3	0	0	0	1	0	0	0
OTU1494	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0
OTU1495	0	0	0	0	0	0	0	0	0	0	0	0	0	7	33	12	10	0	11
OTU1496	0	0	7	0	0	6	34	0	0	0	0	0	0	0	0	0	0	0	0
OTU1497	0	0	0	8	0	4	0	0	0	0	0	0	0	0	2	4	9	0	0
OTU1499	0	0	0	0	0	0	0	0	0	0	0	0	7	5	1	2	7	4	2
OTU15	0	0	0	0	0	0	0	0	0	0	0	16119	21952	37121	30817	19276	41432	17748	15258
OTU150	1	0	275	293	189	214	180	222	457	251	0	93	0	0	4	4	14	5	40
OTU1500	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	14	4	6	25
OTU1501	0	0	5	2	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1502	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	11	0	0
OTU1504	0	0	0	0	0	0	0	0	0	0	0	2	2	30	0	0	0	0	1
OTU1505	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1507	0	0	0	0	0	0	0	0	0	0	0	26	98	16	18	94	55	42	61
OTU1508	0	0	2	1	0	0	4	0	0	0	0	0	1	0	0	2	1	6	1
OTU1509	0	0	8	0	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU151	0	0	0	0	0	0	0	0	0	0	0	228	66	80	49	354	427	544	217
OTU1510	0	0	12	27	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	18	1
OTU1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
OTU1513	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	6	21	8	9
OTU1514	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	4	0	0	0
OTU1516	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
OTU1518	0	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1519	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	7	3	3
OTU152	0	0	0	0	0	0	0	0	0	0	0	45	76	209	16	166	1983	269	479
OTU1520	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	6	17	4	8
OTU1521	0	0	11	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
OTU1522	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1523	0	0	0	0	0	7	0	23	0	0	0	0	0	0	0	0	0	0	0
OTU1524	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	16	1	11
OTU1525	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	13	5	0
OTU1526	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
OTU1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	37
OTU1529	0	0	0	4	0	17	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU153	0	0	0	0	0	0	0	0	0	0	0	390	319	221	698	1121	883	740	951
OTU1530	0	0	2	0	0	0	0	6	0	9	0	0	0	0	0	0	0	1	0
OTU1531	0	0	12	23	0	10	13	22	0	0	0	0	0	0	0	1	0	0	0
OTU1532	0	0	10	1	0	2	0	0	0	0	0	0	1	0	1	1	7	0	3
OTU1533	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	10	0
OTU1535	0	0	9	4	12	18	15	5	7	5	0	0	0	0	0	0	0	0	0
OTU1536	0	0	0	0	0	0	0	0	0	0	0	3	7	2	0	0	9	0	2
OTU1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	3
OTU1538	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
OTU154	0	0	0	0	0	0	0	0	0	0	0	455	2153	1357	1360	574	635	558	617
OTU1540	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
OTU1541	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
OTU1543	0	0	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
OTU1544	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0
OTU1547	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	1	0	6	8
OTU1548	0	0	10	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1549	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
OTU155	0	0	0	0	0	0	0	0	0	0	0	3	94	1117	643	748	1500	558	878
OTU1550	0	0	265	262	270	418	316	134	154	257	0	0	0	0	0	0	0	0	0
OTU1551	0	0	0	6	0	11	0	0	24	0	0	0	0	0	0	0	0	0	0
OTU1553	0	0	20	11	32	39	37	28	19	12	0	0	0	0	0	0	0	0	0
OTU1555	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1556	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	0	8
OTU1557	0	0	0	21	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1558	0	0	22	28	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU1559	0	0	0	0	0	0	0	0	0	0	0	3	0	4	4	4	6	7	9
OTU156	0	0	183	443	335	122	195	186	79	835	0	0	0	0	0	0	0	0	0
OTU1560	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	6	7	0	4
OTU1561	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
OTU1562	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
OTU1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
OTU1564	0	0	9	7	0	15	12	0	0	0	0	0	0	0	1	0	0	0	0
OTU1565	0	0	7	14	15	6	7	1	0	0	0	0	0	6	1	0	0	0	0
OTU1566	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
OTU1567	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1568	0	0	0	0	0	0	0	0	0	0	0	7	9	12	6	6	26	5	5
OTU1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	0	13
OTU157	0	0	0	0	0	0	0	0	0	0	0	2034	90	150	230	374	395	269	204
OTU1570	0	0	4	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1571	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	0	0	0
OTU1572	0	0	0	0	0	0	0	0	0	0	0	2	0	7	3	0	15	0	25
OTU1573	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1574	0	0	10	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1576	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1577	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1578	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1579	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU158	0	0	0	0	0	0	0	0	0	0	0	1	985	296	300	1	729	83	271
OTU1580	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
OTU1584	0	0	7	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
OTU1585	0	0	0	0	0	0	0	0	0	0	0	2	0	7	3	0	0	0	1
OTU1586	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	1	0	0	1
OTU1588	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1589	0	0	1	4	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU159	0	0	31	25	0	8	25	4	0	0	0	48	44	206	3014	39	15	2	3
OTU1590	0	0	10	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1591	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	0
OTU1592	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	1	0	0	0
OTU1593	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	17	3	2
OTU1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	18	0
OTU1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	14	6
OTU1597	0	0	2	3	0	0	0	0	0	0	0	4	0	3	0	0	2	1	1
OTU1598	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	4	4	4	4
OTU1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	23
OTU16	0	0	5	0	0	0	0	0	0	0	1	18119	24176	46249	35913	23172	48356	19559	18488
OTU160	0	0	0	0	0	0	0	0	0	0	0	16	39	86	44	158	1820	283	380
OTU1600	0	0	0	0	0	1	0	7	0	0	0	0	2	0	0	1	0	3	2
OTU1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0
OTU1602	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	0	15	2	5
OTU1604	0	0	19	11	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
OTU1606	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1607	0	0	0	0	0	0	0	0	0	0	0	14	20	24	27	11	15	4	7
OTU1609	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0
OTU161	0	0	0	0	0	0	0	0	0	0	0	68	264	196	159	50	890	37	101
OTU1610	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1611	0	0	5	0	0	7	10	11	0	0	0	0	0	0	0	0	0	0	0
OTU1612	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1613	0	0	9	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
OTU1614	0	0	0	0	0	0	0	0	0	0	0	3	0	241	320	324	515	211	110
OTU1615	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1616	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU1617	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4	6	1	3
OTU1618	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	11
OTU1619	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU162	1889	0	5	0	5	5	2	3	0	1	0	0	0	0	7	0	0	0	0
OTU1620	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
OTU1621	0	0	1	5	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU1622	0	0	0	0	0	0	0	0	0	0	0	4	1	4	2	10	4	0	6
